topic_id,score,side,radway_main_id,radway_secondary_id,radway_other_plausible_ids,radway_confidence,taxonomy_main_id,taxonomy_main_name,in_stage11_rising_atoms,in_stage11_falling_atoms,score_parts,in_current_h6,selected_new,selection_rank
273,7,rising,R8,,R13,medium,4.6,"Emotional Safety, Reassurance & Caretaking",True,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""stage11_refined_match"": 2, ""radway_confidence_medium_high"": 1}",False,False,
277,7,rising,R8,R11,R9,medium,4.6,"Emotional Safety, Reassurance & Caretaking",False,False,"{""radway_main"": 3, ""radway_secondary"": 2, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
278,7,falling,R3,R2,R5,medium,3.3,Ambivalence & Internal Conflict,False,False,"{""radway_main"": 3, ""radway_secondary"": 2, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
280,7,falling,R3,R2,R5,medium,4.1,First Contact & Relationship Setup,False,False,"{""radway_main"": 3, ""radway_secondary"": 2, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
319,7,both,R10,R1,R2,medium,4.3,"Secrets, Misunderstandings & Hidden Information",False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""taxonomy_relevant"": 1, ""radway_confidence_medium_high"": 1, ""rising_high_main_bonus"": 1}",True,False,
322,7,both,R1,R10,R5,medium,3.2,Negative Emotions & Distress,False,True,"{""radway_secondary"": 2, ""radway_other_plausible"": 1, ""stage11_refined_match"": 2, ""taxonomy_relevant"": 1, ""radway_confidence_medium_high"": 1}",False,False,
329,7,falling,R6,,R3,medium,7.2,"Violence, Threats & Non-Sexual Coercion",True,True,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""stage11_refined_match"": 2, ""radway_confidence_medium_high"": 1}",False,False,
332,7,rising,R9,R8,,medium,4.2,Ongoing Courtship & Everyday Relational Bonding,False,False,"{""radway_main"": 3, ""radway_secondary"": 2, ""radway_confidence_medium_high"": 1, ""rising_high_main_bonus"": 1}",False,False,
344,7,both,R3,R8,R10,medium,3.3,Ambivalence & Internal Conflict,False,False,"{""radway_main"": 3, ""radway_secondary"": 2, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
372,7,rising,R8,,R9,medium,4.6,"Emotional Safety, Reassurance & Caretaking",True,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""stage11_refined_match"": 2, ""radway_confidence_medium_high"": 1}",False,False,
4,6,falling,R2,R5,R1,medium,3.3,Ambivalence & Internal Conflict,False,False,"{""radway_main"": 3, ""radway_secondary"": 2, ""radway_confidence_medium_high"": 1}",False,False,
7,6,rising,R12,R9,R4,medium,2.3,Explicit Sexual Acts,False,False,"{""radway_main"": 3, ""radway_secondary"": 2, ""radway_confidence_medium_high"": 1}",False,False,
19,6,rising,R12,,R4,high,2.1,Attraction & Sexual Tension,True,False,"{""radway_main"": 3, ""stage11_refined_match"": 2, ""radway_confidence_medium_high"": 1}",False,False,
21,6,both,R7,R11,R3,low,9.2,"Promise, Vow & Future-Tense Speech Acts",False,False,"{""radway_main"": 3, ""radway_secondary"": 2, ""radway_other_plausible"": 1}",False,False,
52,6,rising,R8,R9,,medium,4.2,Ongoing Courtship & Everyday Relational Bonding,False,False,"{""radway_main"": 3, ""radway_secondary"": 2, ""radway_confidence_medium_high"": 1}",False,False,
58,6,rising,R8,R9,R1,medium,1.2,"Pain, Injury & Physical Vulnerability",False,False,"{""radway_main"": 3, ""radway_secondary"": 2, ""radway_confidence_medium_high"": 1}",False,False,
61,6,rising,R11,,R13,medium,8.3a,Commitment Symbols & Love Tokens,False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1, ""rising_high_main_bonus"": 1}",False,False,
82,6,falling,R6,,R1,medium,7.2,"Violence, Threats & Non-Sexual Coercion",False,True,"{""radway_main"": 3, ""stage11_refined_match"": 2, ""radway_confidence_medium_high"": 1}",False,False,
123,6,rising,R8,R9,R11,low,9.2,"Promise, Vow & Future-Tense Speech Acts",False,False,"{""radway_main"": 3, ""radway_secondary"": 2, ""radway_other_plausible"": 1}",False,False,
140,6,rising,R8,R9,R10,low,6.6,Material Glamour & Consumption,False,False,"{""radway_main"": 3, ""radway_secondary"": 2, ""radway_other_plausible"": 1}",False,False,
161,6,rising,R9,,,low,4.6,"Emotional Safety, Reassurance & Caretaking",True,False,"{""radway_main"": 3, ""stage11_refined_match"": 2, ""rising_high_main_bonus"": 1}",False,False,
194,6,both,R11,R4,R7,low,4.3,"Secrets, Misunderstandings & Hidden Information",False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""taxonomy_relevant"": 1, ""rising_high_main_bonus"": 1}",True,False,
233,6,rising,R9,R4,R8,medium,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1, ""rising_high_main_bonus"": 1}",False,False,
237,6,falling,R7,R1,R5,medium,4.3,"Secrets, Misunderstandings & Hidden Information",False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""taxonomy_relevant"": 1, ""radway_confidence_medium_high"": 1}",True,False,
265,6,falling,R7,R1,R5,medium,4.3,"Secrets, Misunderstandings & Hidden Information",False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""taxonomy_relevant"": 1, ""radway_confidence_medium_high"": 1}",True,False,
289,6,rising,R9,,,low,4.6,"Emotional Safety, Reassurance & Caretaking",True,False,"{""radway_main"": 3, ""stage11_refined_match"": 2, ""rising_high_main_bonus"": 1}",False,False,
299,6,rising,R9,,,low,4.6,"Emotional Safety, Reassurance & Caretaking",True,False,"{""radway_main"": 3, ""stage11_refined_match"": 2, ""rising_high_main_bonus"": 1}",False,False,
307,6,rising,R12,,R9,low,4.6,"Emotional Safety, Reassurance & Caretaking",True,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""stage11_refined_match"": 2}",False,False,
326,6,rising,R13,,R11,medium,5.1,"Family, Kinship & Parenthood",False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1, ""rising_high_main_bonus"": 1}",False,False,
335,6,rising,R11,,,low,7.3,"Risk, Danger & External Crises",True,False,"{""radway_main"": 3, ""stage11_refined_match"": 2, ""rising_high_main_bonus"": 1}",False,False,
358,6,rising,R8,R9,,high,4.6,"Emotional Safety, Reassurance & Caretaking",False,False,"{""radway_main"": 3, ""radway_secondary"": 2, ""radway_confidence_medium_high"": 1}",False,False,
5,5,both,R3,R4,R9,medium,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
18,5,rising,R8,,R13,medium,1.6,Character Appearance & Self-Presentation,False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
26,5,falling,R3,R4,R5,medium,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
31,5,rising,R8,,R13,medium,4.6,"Emotional Safety, Reassurance & Caretaking",False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
54,5,rising,R9,,R8,low,4.2,Ongoing Courtship & Everyday Relational Bonding,False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""rising_high_main_bonus"": 1}",False,False,
57,5,rising,R8,,R9,medium,1.7,Facial Expression & Non-Sexual Nonverbal Cues,False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
70,5,rising,R8,,R9,medium,4.6,"Emotional Safety, Reassurance & Caretaking",False,False,"{""radway_main"": 3, ""radway_other_plausible"": 1, ""radway_confidence_medium_high"": 1}",False,False,
